id,sentence,label
1372,"The dining space is tiny, but elegantly decorated and comfortable.",positive
1373,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",positive
1374,And the beans and rice were mediocre at best.,negative
1375,Best tacos in town by far!!,positive
1376,I took back my money and got outta there.,negative
1377,"In an interesting part of town, this place is amazing.",positive
1378,RUDE & INCONSIDERATE MANAGEMENT.,negative
1379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",negative
1380,I won't be back.,negative
1381,They have great dinners.,positive
1382,The service was outshining & I definitely recommend the Halibut.,positive
1383,The food was terrible.,negative
1384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,negative
1385,I don't recommend unless your car breaks down in front of it and you are starving.,negative
1386,I will come back here every time I'm in Vegas.,positive
1387,This place deserves one star and 90% has to do with the food.,negative
1388,This is a disgrace.,negative
1389,Def coming back to bowl next time,positive
1390,"If you want healthy authentic or ethic food, try this place.",positive
1391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,positive
1392,"I have been here several times in the past, and the experience has always been great.",positive
1393,We walked away stuffed and happy about our first Vegas buffet experience.,positive
1394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive
1395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive
1396,I'm probably one of the few people to ever go to Ians and not like it.,negative
1397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,positive
1398,Service is perfect and the family atmosphere is nice to see.,positive
1399,Cooked to perfection and the service was impeccable.,positive
1400,This one is simply a disappointment.,negative
1401,"Overall, I was very disappointed with the quality of food at Bouchon.",negative
1402,I don't have to be an accountant to know I'm getting screwed!,negative
1403,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",positive
1404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,positive
1405,Left very frustrated.,negative
1406,I'll definitely be in soon again.,positive
1407,Food was really good and I got full petty fast.,positive
1408,Service was fantastic.,positive
1409,TOTAL WASTE OF TIME.,negative
1410,I don't know what kind it is but they have the best iced tea.,positive
1411,"Come hungry, leave happy and stuffed!",positive
1412,"For service, I give them no stars.",negative
1413,I can assure you that you won't be disappointed.,positive
1414,I can take a little bad service but the food sucks.,negative
1415,Gave up trying to eat any of the crust (teeth still sore).,negative
1416,But now I was completely grossed out.,negative
1417,I really enjoyed eating here.,positive
1418,First time going but I think I will quickly become a regular.,positive
1419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",positive
1420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,positive
1421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",negative
1422,"Furthermore, you can't even find hours of operation on the website!",negative
1423,We've tried to like this place but after 10+ times I think we're done with them.,negative
1424,What a mistake that was!,negative
1425,No complaints!,positive
1426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,positive
1427,Waiter was a jerk.,negative
1428,"Strike 2, who wants to be rushed.",negative
1429,These are the nicest restaurant owners I've ever come across.,positive
1430,I never come again.,negative
1431,We loved the biscuits!!!,positive
1432,Service is quick and friendly.,positive
1433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative
1434,So absolutley fantastic.,positive
1435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative
1436,definitely will come back here again.,positive
1437,I like Steiners because it's dark and it feels like a bar.,positive
1438,Wow very spicy but delicious.,positive
1439,"If you're not familiar, check it out.",positive
1440,I'll take my business dinner dollars elsewhere.,negative
1441,I'd love to go back.,positive
1442,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",positive
1443,Nothing special.,negative
1444,Each day of the week they have a different deal and it's all so delicious!,positive
1445,"Not to mention the combination of pears, almonds and bacon is a big winner!",positive
1446,Will not be back.,negative
1447,Sauce was tasteless.,negative
1448,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",positive
1449,My ribeye steak was cooked perfectly and had great mesquite flavor.,positive
1450,I don't think we'll be going back anytime soon.,negative
1451,Food was so gooodd.,positive
1452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,negative
1453,I was so insulted.,negative
1454,The last 3 times I had lunch here has been bad.,negative
1455,The chicken wings contained the driest chicken meat I have ever eaten.,negative
1456,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive
